int_id,ra,dec,z,psfMag_g,fiberID,plate,mjd,bestobjid
58,161.42400785012399,52.0432038546058,0.284092,16.86564,958,8167,57071,1237657589780316167
59,182.350320964096,10.603349183494,0.39498790000000006,16.65855,489,1229,52723,1237658493354115106
60,206.110077285244,44.2722263497268,0.05435376,16.98159,367,1345,52814,1237661852549709864
61,246.03907005811797,26.0752616364718,0.0392371,16.85316,640,1575,53493,1237662620264497244
62,223.708438328892,11.2429115485443,0.4674143,16.51175,11,1714,53521,1237662636368330851
63,238.685753752462,8.372623870818,0.11884120000000001,15.946229999999998,568,1727,53859,1237662636374949957
64,203.022038946236,31.460126719911898,0.08976129,16.65084,250,2109,53468,1237665227312136208
65,242.15157089619,12.3309889481043,0.03339824,16.34526,532,2525,54569,1237667782322028653
66,258.26859053235097,35.3926621242826,0.08366632,16.353579999999997,148,2972,54586,1237671936043909353
67,245.94118152318802,41.0823419445773,0.033103,16.766389999999998,76,1171,52753,1237659326565449796
68,236.37598671320598,48.769157495315106,0.39967140000000007,16.36417,896,8429,57893,1237659327097864217
69,125.06504646849399,59.7078934626782,0.3679648,16.308320000000002,413,1873,54437,1237663789569474622
70,119.92067773304301,50.839984313368305,0.05436408,16.62594,11,1869,53327,1237663915728568373
71,198.073961097746,35.2558521836185,0.18295279999999997,15.798029999999999,61,2016,53799,1237665129622339736
72,226.67052199498798,24.5092739845039,0.3557244,16.81786,341,2155,53820,1237665178452557856
73,222.786506868251,27.157482347993604,0.06449452,15.557210000000001,637,2142,54208,1237665180061335571
74,39.8453122705439,-0.0221242533877779,0.2615414,15.64838,530,9371,58073,1237666407922991134
75,209.13666040610198,21.064540788785,0.30045700000000003,16.81795,12,2769,54527,1237667735592435753
76,11.020311427061,1.5619010712901202,0.4280129,16.69379,108,7856,57260,1237678595947823134
77,346.181158120894,-8.68573395492296,0.04702275,15.36474,510,725,52258,1237653438155128872
78,213.311984340227,-3.2075902896163195,0.005893506,16.480629999999998,83,916,52378,1237655497594896459
79,48.7558884557909,42.035819696926296,0.02309059,16.81771,348,1665,52976,1237661059573875305
80,218.798041991338,36.077007778656395,0.42867170000000004,16.95174,983,10757,58223,1237662305117339725
81,232.419094091705,30.4859304861918,0.03571216,16.43601,620,1651,53442,1237662305122910284
82,236.12720177225398,28.465797191230504,0.23235679999999997,16.61018,515,1653,53534,1237662305124614166
83,214.98632840153198,37.653567149617295,0.4769755,16.9806,688,10756,58226,1237662305652768807
84,15.609655487186698,-0.651257171202543,0.2942613,16.15622,276,396,51816,1237663783130497044
85,120.255896869717,18.8113299941732,0.13953770000000001,16.6939,382,1923,53319,1237664836996891003
86,131.725408664973,25.3700884621307,0.05079341,16.59569,534,1931,53358,1237664837002395706
87,176.994129796482,27.249818660177898,0.362186,16.07895,280,2223,53793,1237667442967969827
88,187.12855753654202,28.2366090699331,0.09969537,16.66731,594,2233,53845,1237667444045643815
89,189.78766409042998,0.8573465067367841,0.39625609999999994,16.51577,604,2920,54562,1237648705653637151
90,192.751840194392,66.0574454982807,0.2817113,16.80311,207,495,51988,1237651067891417167
91,239.073282173418,55.139194345686995,0.3870074,16.90064,651,8413,57897,1237651539261194318
92,115.96677422986001,27.210973824849702,0.2527351,15.817470000000002,215,1059,52618,1237657118403657960
93,151.42440431062,43.54456475444079,0.17829129999999999,16.45981,228,8287,57401,1237660637067542562
94,225.67662736001702,39.8690332063291,0.3415512,16.81493,514,1398,53146,1237661434858373164
95,214.25343894862,44.9351064381009,0.11370730000000001,16.64235,296,1287,52728,1237661435927855168
96,231.974195691306,6.17191994518396,0.1743191,16.283279999999998,140,1819,54540,1237662262713647203
97,185.995740142724,40.735937962692795,0.09574385,16.58805,490,1986,53475,1237664669519642696
98,240.682970536908,17.7511006599696,0.35581,16.798070000000003,193,2199,53556,1237665441534705741
99,161.115619468982,27.301748154209104,0.07582421,16.98099,25,2356,53786,1237667253469708300
100,176.456203592664,29.1116913071555,0.14262539999999999,16.6046,194,2222,53799,1237667253475672093
101,186.424790905255,20.917585072629997,0.3338061,16.497529999999998,330,2612,54480,1237668299278450691
102,247.81687848276502,9.93274718458236,0.09159148,16.79772,599,2532,54589,1237668311632904348
103,139.259950128229,-0.7382082574517751,0.322346,16.60262,174,3821,55535,1237650795143233717
104,141.30982452115,54.740862867068394,0.4740823,16.356820000000003,940,7285,56991,1237653613722337304
105,129.956875405551,48.783737756886794,0.03919747,16.96376,535,550,51959,1237653614255145094
106,216.10091171277801,59.8834639665627,0.13479649999999999,16.09305,507,789,52342,1237655465922789404
107,118.10718923871401,28.5110905092883,0.06183716,16.43003,628,1059,52618,1237657630579359815
108,173.167741692077,52.9504009773018,0.02645922,16.22972,337,880,52367,1237657630599872600
109,126.639626241644,7.71344543161729,0.31135250000000003,16.80975,187,1758,53084,1237661066553786531
110,162.532324949872,11.541294937235598,0.1337497,16.08801,118,1601,53115,1237661949708075070
111,197.898583359163,14.413112166535099,0.1139307,16.83783,77,1772,53089,1237662525234479221
