int_id,dist_arcsec,ra,dec,g,z,fiberID,plate,mjd,bestobjid,specobjid
193,0.0184632818112767,232.2811,56.26852,16.55593,0.09967799,524,2883,54525,1237668603681636416,3246113543367452672
194,0.162355000940005,136.2291,51.24572,16.8848,0.2244014,155,552,51992,1237654381977272374,621539388072945664
194,0.0226691229933865,136.2291,51.24572,16.8848,0.2246903,300,7295,57067,1237654381977272374,8213522402354941952
195,0.0538426912590355,118.19,26.29326,16.8992,0.08193932,104,858,52316,1237657879150788730,966050746229352448
196,0.0769566512534026,187.7255,11.00312,16.65485,0.2355721,417,1232,52731,1237658493893279772,1387223355135911936
197,0.0471402560704298,237.7012,40.02914,16.97337,0.4965286,309,1054,52516,1237659118794440735,1186783481296873472
198,0.015079175783882,172.1708,57.83514,16.8757,0.05126621,443,1309,52762,1237661354314956869,1473924795308468224
199,0.0224749226019372,178.4241,46.21173,16.54811,0.02425128,129,1446,53080,1237661355931795520,1628086776218281984
200,0.136604417067402,175.1996,46.36801,15.93698,0.1145197,202,1444,53054,1237661356467683397,1625855042055596032
201,0.0144283480777113,179.7191,42.57034,16.80872,0.03150504,599,1447,53120,1237661967428419615,1629341869412476928
202,0.0403240379110886,238.3687,9.850583,16.64328,0.1918546,566,1726,53137,1237662637985300487,1943458872735852544
203,0.133438954264398,211.7446,14.71063,16.37388,0.265141,295,2745,54231,1237662638510571558,3090676404249978880
204,0.0150947401084759,244.3486,8.904106,16.88356,0.206697,149,2529,54585,1237662638524727575,2847441898136692736
205,0.0823024435466046,160.183,33.01644,16.72587,0.08178837,292,2025,53431,1237665129071771733,2280027633267795968
206,0.0254854643050672,214.9586,19.73764,16.65453,0.07721192,466,2773,54533,1237667735057989732,3122248610830379008
207,0.0427841686166336,147.1778,50.49207,16.61317,0.0563294,134,902,52409,1237657770171957290,1015598590027917312
208,0.0865999410555789,246.5302,33.98759,16.34169,0.204809,379,1058,52520,1237659153681219695,1191306322444838912
209,0.121650512226793,243.2568,37.28749,16.41038,0.06949385,444,1056,52764,1237659154216255572,1189072393788745728
210,0.0210157157423343,244.4402,6.064871,16.7914,0.03787673,111,1731,53884,1237662198827843743,1948963315354986496
211,0.0285122393330191,244.2976,6.642639,16.97769,0.2290608,251,1732,53501,1237662199364583771,1950127691743127552
212,0.143343103920031,135.4631,10.50571,16.19361,0.2009477,419,1738,53051,1237671260125724849,1956929263122802688
213,0.0011924578455262,21.70038,3.451865,16.73906,0.2169792,244,8762,57693,1237680097551974459,9865202183032819712
214,0.137928308397511,167.5503,1.224408,16.78682,0.09478367,527,278,51900,1237648722835865677,313145066635945984
215,0.0367389561555069,136.154,55.60077,16.84809,0.03724452,469,450,51908,1237651252024836118,506783907828492288
216,0.0412453923939443,197.0788,3.743675,16.95362,0.2273587,248,850,52338,1237655123940999236,957083129762310144
217,0.0605697788410596,173.5937,4.191013,16.42927,0.1080859,59,837,52642,1237655124467646510,942394484149217280
218,0.0644176035710471,210.4026,4.274238,16.91477,0.1642211,10,856,52339,1237655125020573787,963773108278290432
219,0.0655683527419618,170.2858,53.85584,16.44148,0.1027759,74,1012,52649,1237658801497374731,1139431091132721152
220,0.0401665046943806,200.2028,51.0538,16.95929,0.4657001,114,1667,53430,1237662301356884038,1876906538333923328
220,0.0104929514549298,200.2028,51.0538,16.95929,0.466573,734,8210,57426,1237662301356884038,9243840120150577152
221,0.0513231434451646,215.374,47.79015,15.06143,0.07260436,946,6751,56368,1237662301361471517,7601210412433166336
222,0.0374757730319272,177.824,38.37266,15.81762,0.3342988,639,1997,53442,1237664820359462950,2248597818694461440
223,0.0550926122010767,171.9016,26.91403,16.95666,0.379181,640,2216,53795,1237667323251916811,2495170179093260288
224,0.0642867520912778,146.8148,63.28791,16.41837,0.4868797,391,487,51943,1237651274040999952,548420764492130304
225,0.138097598065463,127.495,51.51237,16.5243,0.3420524,614,442,51882,1237651495224410119,497816565434050560
225,0.0891021193629647,127.495,51.51237,16.5243,0.3424423,446,7302,57012,1237651495224410119,8221443832954507264
226,0.171009349908151,10.65358,-10.82279,16.86559,0.04199469,58,655,52162,1237652946382749732,737480418172889088
227,0.0197072285545978,15.3043,-9.461707,16.29563,0.3569269,548,658,52146,1237652947995394051,740992807799384064
228,0.0433120998616465,339.032,13.73204,16.27131,0.325743,383,739,52264,1237656242236948506,832145347378702336
228,0.0433120998616465,339.032,13.73204,16.27131,0.3257094,388,739,52520,1237656242236948506,832146726063204352
229,0.0252273224637778,152.2289,37.65832,16.54636,0.05348795,551,1426,52993,1237661383311818774,1605684775098542080
230,0.033528868010715,322.9552,72.36486,15.81843,0.0004606231,241,2538,54271,1237663228538519645,2857600280797669376
231,0.0274607865996809,189.5842,17.84421,16.62967,0.4522137,503,2599,54234,1237668624624975912,2926352192505931776
231,0.0274607865794322,189.5842,17.84421,16.62967,0.4527477,732,5854,56035,1237668624624975912,6591219366536433664
232,0.0715411611716242,196.3937,18.32579,16.97038,0.1182318,443,2603,54479,1237668625701535848,2930839303569303552
233,0.0257038031665962,152.6855,0.7253646,16.10938,0.1774282,537,270,51909,1237648722292506678,304140616311269376
234,0.0170503422861465,166.4125,2.049276,16.58266,0.1055859,74,508,52366,1237651753467510819,571977533336086528
235,0.0442726883840764,169.0131,2.147849,16.94248,0.210923,315,511,52636,1237651753468625012,575421483162036224
236,0.10229234677048,210.0768,5.045073,16.5108,0.03417736,528,856,52339,1237655126094119082,963915495034087424
237,0.115226159862811,166.9856,47.743,16.82817,0.07267616,60,964,52646,1237658611980238874,1085384047263246336
238,0.00392912687040208,124.4097,24.39169,16.84719,0.2823286,477,1585,52962,1237661086956388518,1784682518801311744
238,0.00392912680437824,124.4097,24.39169,16.84719,0.282236,908,11118,58522,1237661086956388518,12518004896392564736
239,0.0582790287785601,142.416,37.70242,16.42717,0.4405904,77,1214,52731,1237661852529000477,1366863698324383744
239,0.0146788166008006,142.416,37.70242,16.42717,0.4416304,984,8862,57461,1237661852529000477,9977995579475906560
240,0.0438287132380703,239.6578,28.47752,16.5824,0.322985,578,1391,52817,1237662307273212005,1566285697109747712
241,0.0639463646136371,216.6278,39.06205,16.97026,0.08168268,447,1381,53089,1237662307800580110,1554990693598914560
242,0.130417264760852,25.0711,-0.834175,16.14605,0.3340511,247,401,51788,1237663783134625892,451553787484596224
242,0.130417264760852,25.0711,-0.834175,16.14605,0.3338968,57,698,52203,1237663783134625892,785893839977080832
242,0.00085242952114644,25.0711,-0.834175,16.14605,0.3344068,742,7845,56980,1237663783134625892,8832888845693636608
242,0.000846526506212044,25.0711,-0.834175,16.14605,0.3344446,998,9379,58081,1237663783134625892,10560089690006114304
243,0.07207265657069,33.63984,-0.76672,16.30253,0.02609349,132,1073,52649,1237663783138361393,1208126928368723968
244,0.0219643039127451,136.8482,17.27121,16.86702,0.09829526,438,2437,53848,1237667485918625874,2743938534057469952
244,0.0336568320060987,136.8482,17.27121,16.86702,0.09820116,685,9550,57787,1237667485918625874,10752532532358828032
245,0.00081563656694835,39.54195,1.571956,16.93913,0.391866,64,7824,57282,1237678437553143914,8809058585495752704
245,0.000863091069125559,39.54195,1.571956,16.93913,0.3918985,24,9420,57715,1237678437553143914,10605983848964837376
246,0.0192245114119375,101.2848,-0.7657849,16.71708,0.2589196,146,7258,56605,1237646791699663123,8171821766853021696
247,0.123807954708715,52.55527,-5.543316,16.96597,0.01336469,361,461,51910,1237649964066930743,519139120023365632
248,0.054957724648786,188.1562,66.41452,16.94973,0.0467449,89,494,51915,1237651271364247574,556219050242369536
249,0.0404712679897419,321.5819,-6.902491,16.9166,0.4174148,513,640,52178,1237652600102191125,720716989286344704
249,0.0404712679897419,321.5819,-6.902491,16.9166,0.4175721,513,640,52200,1237652600102191125,720716989655443456
250,0.110621757446505,10.59289,-10.62884,16.46609,0.4236842,282,656,52148,1237652629103116341,738667890496006144
251,0.0177891233552601,241.283,48.57281,16.65927,0.2944251,282,622,52054,1237655349966077998,700387292086298624
251,0.00381122146027637,241.283,48.57281,16.65927,0.2946006,604,8060,57894,1237655349966077998,9074919407848017920
252,0.0759370261834345,223.1028,45.37323,16.83617,0.4675706,4,1675,53466,1237662499462774858,1885883501622880256
252,0.0103610374934616,223.1028,45.37323,16.83617,0.4684283,290,8489,57483,1237662499462774858,9557844149325287424
253,0.00232723183546208,196.7865,34.40607,16.69324,0.1863378,618,2006,53476,1237665024909312062,2258725145990424576
254,0.0445629415051549,198.5946,34.49402,16.52378,0.07446658,315,2023,53851,1237665025446838328,2277782162692401152
255,0.101249796402697,32.95089,21.26339,16.72804,0.4894076,48,2046,53327,1237666273669873724,2303604459357366272
256,0.0710255379893423,163.1552,24.1076,16.1135,0.3971013,555,2481,54068,1237667551418253375,2793510294364645376
256,0.0710255379893423,163.1552,24.1076,16.1135,0.3970262,532,2481,54086,1237667551418253375,2793503972474775552
256,0.0254004887537878,163.1552,24.1076,16.1135,0.3984866,30,6417,56308,1237667551418253375,7224908054378336256
256,0.00952126067102888,163.1552,24.1076,16.1135,0.3981908,633,10467,58138,1237667551418253375,11784968459171155968
257,0.0428499255796092,207.4702,2.079206,16.61031,0.03288136,165,530,52026,1237674601603072055,596772339471902720
258,0.0797734490764006,23.5758,0.2601968,16.81288,0.3996014,512,400,51820,1237657071157444676,450500730759964672
258,0.0797734490764006,23.5758,0.2601968,16.81288,0.3998835,395,698,52203,1237657071157444676,785986748709627904
258,0.000835773580677529,23.5758,0.2601968,16.81288,0.4010983,738,7847,57012,1237657071157444676,8835139546532564992
258,0.000835773580677529,23.5758,0.2601968,16.81288,0.4010474,530,9399,58125,1237657071157444676,10582479046020714496
259,0.165774087611442,29.95939,0.3946919,15.87031,0.1634896,550,403,51871,1237657071160262668,453888876696594432
259,0.000794689498563589,29.95939,0.3946919,15.87031,0.162808,1,9390,58103,1237657071160262668,10572200536077258752
260,0.0921593129237589,169.7404,58.05655,16.90623,0.02783847,129,951,52398,1237658302207426574,1070766310889121792
261,0.0592828514968952,176.4981,46.21921,16.99962,0.1542298,11,1444,53054,1237660634390986757,1625802540375369728
261,0.0216070332418231,176.4981,46.21921,16.99962,0.1540704,518,7404,56776,1237660634390986757,8336305410702331904
262,0.0719461055203491,153.5436,42.39652,16.7216,0.09349871,149,1218,52709,1237660634920452148,1371387088791955456
263,0.043343320903693,211.1617,43.45208,15.65463,0.3228939,216,1467,53115,1237661433242779716,1651754589227083776
264,0.0538203511342033,214.6759,42.56205,16.4582,0.4203161,44,1394,53108,1237661433243959449,1569516616910137344
264,0.016521810123458,214.6759,42.56205,16.4582,0.4207306,834,8504,57518,1237661433243959449,9574882182096506880
265,0.044814276917668,221.6914,40.58494,15.85512,0.2679094,190,1397,53119,1237661433783320584,1572934448989628416
266,0.07421262638394,212.7226,9.17415,16.75896,0.17813,602,1809,53792,1237662238015291407,2036918471597516800
267,0.0504371575362074,218.2667,8.788016,16.74023,0.3677692,586,2908,54611,1237662238017650787,3274278084911589376
268,0.0694846375546136,223.6431,8.060195,16.70955,0.129768,573,1814,54555,1237662238020010072,2042540012473444352
269,0.0514601916559049,205.9864,25.64659,16.42306,0.0863796,66,2246,53767,1237665548886081562,2528789395910191104
270,0.0187458521685803,224.6781,21.60276,16.86163,0.06334238,56,2148,54526,1237665548893749307,2418448468994451456
271,0.041615567492346,172.7885,26.53551,16.96711,0.2432972,229,2219,53816,1237667429570052151,2498434904346355712
272,0.0841106132741431,195.7452,16.40771,16.30954,0.06738997,259,2603,54479,1237668589190709289,2930788726034425856
273,0.119291551164642,180.3098,-3.678097,15.90819,0.01948028,121,331,52368,1237650760243216505,372706169120122880
274,0.0396734143743868,199.2642,-2.261318,16.79556,0.01930216,38,4053,55591,1237650761862086708,4563282861596364800
275,0.0590696074538642,118.8554,39.18608,16.12328,0.03316471,344,544,52201,1237654391639638190,612584144249055232
276,0.00589140838751861,115.3599,35.78406,16.80782,0.1335356,772,9362,57801,1237654392174608477,10540887264485199872
277,0.24173451523508,172.1734,63.59753,16.90683,0.1250467,217,597,52059,1237654398616797207,672221927435167744
278,0.0339102551381538,169.813,48.39922,16.95897,0.4368987,198,965,52438,1237658203970273341,1086547876831586304
278,0.0282244371208451,169.813,48.39922,16.95897,0.437501,958,7394,57131,1237658203970273341,8325167363868872704
279,0.0649957935826693,192.9913,6.228234,16.74124,0.374943,260,1792,54270,1237661970115264597,2017684172956526592
280,0.0113861999561538,176.1447,7.087914,16.95477,0.07481194,189,1621,53383,1237661971181731895,1825135757673654272
281,0.0572346346664718,121.3945,54.52468,16.39052,0.4047702,236,1871,53384,1237663787956502579,2106623653662713856
281,0.00838188249599203,121.3945,54.52468,16.39052,0.4050659,297,7281,57007,1237663787956502579,8197758978018791424
282,0.0274162220697289,196.9568,35.02787,16.97731,0.3008436,216,2016,53799,1237665129085075513,2269873649559300096
282,0.00914582001808605,196.9568,35.02787,16.97731,0.300459,63,10251,58173,1237665129085075513,11541617399473393664
283,0.036597326550897,200.8552,34.51648,16.85916,0.4426132,65,2023,53851,1237665129086517293,2277713443215665152
284,0.0312752189371271,162.9329,33.99075,16.8643,0.1670667,637,2025,53431,1237665129609756690,2280122466145691648
284,0.0248971127971183,162.9329,33.99075,16.8643,0.1671385,560,10268,58487,1237665129609756690,11560894317477515264
285,0.0392895393393921,141.478,19.90142,15.6198,0.1926965,130,2289,53708,1237667292116615199,2577220683100612608
285,0.00560191951283726,141.478,19.90142,15.6198,0.1920949,212,9561,57809,1237667292116615199,10764787414453211136
286,0.0465925733641861,133.6635,17.68956,16.11911,0.06521195,151,2281,53711,1237667292650143749,2568219256332249088
286,0.0465925733641861,133.6635,17.68956,16.11911,0.06520693,287,2283,53729,1237667292650143749,2570508439843268608
287,0.0389870652070893,142.6435,20.73795,16.90487,0.2433558,112,2289,53708,1237667292654075927,2577215735298287616
287,0.0231353252453817,142.6435,20.73795,16.90487,0.2422345,36,9561,57809,1237667292654075927,10764739035941588992
288,0.0227804473330974,147.2478,43.5886,16.82064,0.2261382,502,941,52709,1237658205036871793,1059609846497699840
288,0.021061186144338,147.2478,43.5886,16.82064,0.2262564,457,8286,57062,1237658205036871793,9329332365783486464
289,0.0932220444852499,70.6395,24.20092,16.50431,0.0004606231,275,1257,52944,1237660557062570087,1415331823717738496
290,0.0134015260167201,146.9381,7.422379,16.88852,0.08555584,47,1234,52724,1237660583368196151,1389373450006587392
291,0.0627003307925151,232.8253,7.457756,16.02225,0.03369032,373,1820,54208,1237662238560878668,2049240430511417344
292,0.015675600850232,153.2632,35.8566,15.40775,0.07885244,614,1951,53389,1237664668971434032,2196799550142834688
293,0.0453609332852167,121.2197,21.34727,16.59025,0.1244479,124,1584,52943,1237664669494542388,1783459586674550784
294,0.0513756260676305,226.7963,23.94818,16.94665,0.4434626,108,2152,53874,1237665442602221603,2422966351334238208
295,0.0844582869120639,164.5051,20.48718,16.6594,0.06627592,308,2488,54149,1237667781752651797,2801323700228483072
296,0.000660381230316786,15.80414,2.35276,16.99887,0.3939092,930,7858,57281,1237678597023662093,8847577226579038208
296,0.00158523258591515,15.80414,2.35276,16.99887,0.3937449,906,9393,58100,1237678597023662093,10575827000253239296
297,0.0512156570794777,212.5153,0.2139643,-9999,0.1358185,510,302,51616,1237648704589856863,340161986711021568
297,0.0512156570794777,212.5153,0.2139643,-9999,0.1358213,516,302,51688,1237648704589856863,340163637186422784
298,0.172510214752303,141.5427,59.47983,15.51814,0.3429511,91,485,51909,1237651538166415451,546086500735936512
299,0.108351486156041,134.135,50.68724,16.42035,0.2344913,492,551,51993,1237654382513553449,620506122037520384
300,0.0427354316418027,220.2981,-2.209765,16.65174,0.08226972,23,919,52409,1237655498671718476,1034708376996571136
301,0.0694567706864114,198.2737,-2.177567,16.98876,0.0837663,482,340,51691,1237655499198955616,382938487847938048
301,0.0694567706864114,198.2737,-2.177567,16.98876,0.08373255,485,340,51990,1237655499198955616,382939317498046464
302,0.00893978397265219,244.2059,41.90455,16.98264,0.4404943,416,1171,52753,1237659326027923505,1318543186309703680
302,0.0198501064742548,244.2059,41.90455,16.98264,0.441226,701,8526,57898,1237659326027923505,9599615427660763136
303,0.0142936622197559,228.269,30.70119,16.87122,0.3483747,229,1649,53149,1237662224083320873,1856671946255656960
304,0.08738348669782,151.0109,28.92649,15.86561,0.3291404,522,2345,53757,1237665126920486976,2640378830845405184
304,0.0134162681645051,151.0109,28.92649,15.86561,0.3288024,658,10449,58137,1237665126920486976,11764709132778885120
305,0.0234941113442617,20.49925,-1.040099,16.43903,0.05435418,10,398,51789,1237666338116927553,448110941716899840
306,0.0298036574464137,186.2269,21.37956,15.87608,0.4338264,204,2646,54479,1237667781224628269,2979187303743776768
307,0.0880995534684658,195.0832,61.65504,16.80391,0.05218846,59,782,52320,1237655369290154042,880469983870609408
308,0.0929562838913623,127.689,34.09224,16.95142,0.06234368,52,1197,52668,1237657628436136041,1347716526903420928
309,0.0800239867818772,143.7605,43.51963,15.7502,0.4562829,80,870,52325,1237657628442951821,979554948192692224
309,0.0800239867818772,143.7605,43.51963,15.7502,0.4569354,321,940,52670,1237657628442951821,1058434193035388928
309,0.0158831414615323,143.7605,43.51963,15.7502,0.4574838,764,4638,55956,1237657628442951821,5222133874583425024
310,0.143080713566755,148.916,45.53806,16.92546,0.259275,322,942,52703,1237657628444786773,1060686268280629248
310,0.0116719113007035,148.916,45.53806,16.92546,0.2593244,383,7284,56683,1237657628444786773,8201160311803498496
311,0.12968720126245,183.956,54.70666,16.86134,0.150085,23,1018,52672,1237658801500848188,1146172472186398720
311,0.0156448124799645,183.956,54.70666,16.86134,0.1500787,390,8214,57867,1237658801500848188,9248249169176711168
312,0.000838696493673612,218.0192,39.74417,16.53744,0.3481508,172,1349,52797,1237661872414392455,1518886300256593920
312,0.0294384145937563,218.0192,39.74417,16.53744,0.3483029,473,10749,58485,1237661872414392455,12102428258257358848
313,0.0232331891933707,182.6348,45.00573,16.85025,0.3608546,611,1369,53089,1237661872939728918,1541524974693541888
313,0.00253512119709815,182.6348,45.00573,16.85025,0.3613026,243,7427,56751,1237661872939728918,8362125516715872256
314,0.079513477529716,24.53975,-1.155627,16.75846,0.2729934,82,4230,55483,1237663782597492781,4762579237923475456
315,0.0286411307471577,160.2999,28.46808,16.39174,0.210506,575,2356,53786,1237667255080124453,2652778298836281344
315,0.0285665198827616,160.2999,28.46808,16.39174,0.21093,364,10471,58132,1237667255080124453,11789398116540895232
315,0.0285665198827616,160.2999,28.46808,16.39174,0.210941,40,11353,58467,1237667255080124453,12782352779554607104
316,0.0304489819359993,176.2928,30.78812,16.49436,0.05897063,453,2222,53799,1237667255623155793,2501874176432826368
317,0.0104210634172378,236.884,10.41423,15.96552,0.1382551,249,2520,54584,1237668331498438759,2837336286749026304
318,0.0259665106766075,235.9198,11.46705,16.67449,0.4215071,157,2516,54241,1237668332571656247,2832807392599631872
319,0.104019809581666,71.1199,12.35326,16.59634,0.08929483,451,2669,54086,1237673453240516809,3005150889850726400
320,0.0133568420384226,352.3841,4.634581,16.9425,0.2221254,262,11288,58401,1237679005023469614,12709230307397881856
321,0.00624752450289737,142.2908,46.74002,16.32318,0.2399645,615,833,52314,1237657401883951120,938043711135180800
321,0.00624752450289737,142.2908,46.74002,16.32318,0.2400684,315,834,52316,1237657401883951120,939087147703494656
322,0.0843263736020422,184.317,8.161687,16.9848,0.3419518,633,1624,53386,1237658424638111781,1828635503235196928
323,0.0626907295982009,253.964,21.76716,16.36361,0.1534853,144,1415,52885,1237661464921637034,1593187999003207680
324,0.0190470307777535,213.2881,9.336452,16.69759,0.4596158,504,1810,53794,1237662264316067873,2038017433503033344
325,0.0310602147072919,182.8107,36.96099,16.81626,0.1707076,460,2105,53472,1237664818213683234,2370145805991438336
325,0.0121351582731585,182.8107,36.96099,16.81626,0.171159,620,8865,57426,1237664818213683234,9981273223051104256
326,0.00675025591916945,236.9314,20.8713,15.55966,0.264278,484,2168,53886,1237665535466537048,2441084104138057728
327,0.0592577591817974,230.4013,24.48162,16.98663,0.165382,243,2160,53885,1237665536537198687,2432010659290966016
328,0.0319006243168617,212.1159,24.15685,16.85882,0.1303311,91,2124,53770,1237665548351701040,2391436479273396224
329,0.060874630118509,188.4237,31.01745,16.92953,0.2907429,566,2234,53823,1237667255627743243,2515416036921075712
329,0.0300515932200172,188.4237,31.01745,16.92953,0.2909834,654,11396,58490,1237667255627743243,12830935250969579520
330,0.0941385801984218,157.8929,28.78364,16.84554,0.06026049,123,2354,53799,1237667287812800519,2650402254426761216
331,0.0452803260526198,255.6294,32.7888,15.93361,0.1632425,114,973,52426,1237655473435574299,1095531986140817408
332,0.071776072445172,239.1079,9.05519,16.7925,0.04249031,634,1726,53137,1237662534360957178,1943477564433524736
333,0.14579781064159,243.555,26.0712,16.28082,0.1309488,35,1393,52824,1237662618653098133,1568388238337402880
334,0.0638046798642638,169.3524,15.63348,16.61567,0.3697132,562,1752,53379,1237664133169152030,1972731174862219264
335,0.0281091282557214,171.6792,15.76524,16.8727,0.4343848,324,1754,53385,1237664133170135057,1974917553834715136
336,0.0659662918437499,190.5442,33.28406,15.97251,0.0435284,51,2020,53431,1237665331465027589,2274331888158009344
337,0.0450068248312515,169.7862,21.32165,14.38875,0.1756461,516,6430,56299,1237667734502637678,7239678343679070208
338,0.0219877419200783,195.4805,21.73181,16.70025,0.20008,265,2650,54505,1237667734513123354,2983707671359678464
339,0.104912637838392,257.5559,33.73405,16.22801,0.2075965,4,974,52427,1237655130381615382,1096627649494673408
340,0.0351072869632905,173.3499,55.07108,16.37877,0.009057861,463,1014,52707,1237658802571968533,1141789819425286144
341,0.0325665341614604,203.2535,45.30251,16.9778,0.3192542,11,1463,53063,1237661360761471049,1647194638756374528
341,0.00534131809320206,203.2535,45.30251,16.9778,0.3194144,164,7407,56772,1237661360761471049,8339585803576692736
342,0.00236286795582976,216.2314,42.23545,16.66672,0.3158536,260,1395,52825,1237661360765796468,1570701885696927744
343,0.0458645036690109,220.7608,40.75698,16.8438,0.2461701,316,1397,53119,1237661360767434781,1572969083605903360
343,0.018760832045947,220.7608,40.75698,16.8438,0.2460642,202,8497,58161,1237661360767434781,9566827170699169792
344,0.101396337046724,113.2883,45.91841,16.07273,0.1415131,508,1866,53314,1237663917873234053,2101068919744784384
345,0.0539648111389057,157.7462,31.04883,16.90125,0.1780642,66,1959,53440,1237665127460110343,2205656117160208384
345,0.0131951646874461,157.7462,31.04883,16.90125,0.178397,61,10460,58161,1237665127460110343,11776929930046361600
346,0.0393444291523419,184.0809,21.56418,16.9937,0.4930311,133,2645,54477,1237667733971599436,2978041887471986688
347,0.0539736647190764,193.4072,21.43841,16.13624,0.1266571,215,2649,54212,1237667733975400572,2982568022641764352
348,0.00202136102868299,11.53324,9.122485,16.62128,0.2377224,120,11047,58424,1237678905713754177,12437849397571899392
349,0.101383955924222,117.7559,29.23865,16.88922,0.1207952,293,1060,52636,1237657242959872190,1193534484704684032
350,0.08907489298939,131.157,5.260785,16.92717,0.3761259,28,1187,52708,1237658491721220237,1336450931436316672
351,0.109032857924993,165.5247,8.743277,16.41374,0.294261,89,1220,52723,1237658491736227862,1373622396166105088
352,0.02053751288054,147.4705,39.03443,16.47719,0.3646627,433,1277,52765,1237660765382049800,1437893249560766464
352,0.0161822456540855,147.4705,39.03443,16.47719,0.365164,580,8823,57446,1237660765382049800,9933974432182980608
353,0.0607551467329126,147.7016,39.44735,16.43262,0.2055347,332,1277,52765,1237660765919051807,1437865486892165120
354,0.0493736406259911,194.3315,44.49317,16.32795,0.3003726,36,1373,53063,1237661850935427117,1545870519088211968
354,0.0207442246137632,194.3315,44.49317,16.32795,0.3004193,679,8376,57786,1237661850935427117,9430724392441368576
355,0.0108445400676296,169.2767,44.22592,15.90426,0.1437301,378,1365,53062,1237661851464499273,1536957328060868608
356,0.0432833826255258,218.7186,48.66187,16.09112,0.03664102,300,1047,52733,1237662303509676064,1178899711688468480
357,0.121745407114029,31.5666,-0.2914532,15.18858,0.0429575,141,404,51812,1237663783674314797,454902350549641216
357,0.121745407114029,31.5666,-0.2914532,15.18858,0.04297762,143,404,51877,1237663783674314797,454902901395974144
358,0.0192983165352591,187.5043,33.9837,16.49371,0.4475948,143,2015,53819,1237665023832227881,2268727683900794880
358,0.0241601866430301,187.5043,33.9837,16.49371,0.4470214,218,10247,58162,1237665023832227881,11537156405737050112
359,0.000530764445701792,6.221632,6.946805,16.65075,0.3134726,823,8746,58396,1237669701583503408,9847346950625841152
359,0.000530764445701792,6.221632,6.946805,16.65075,0.3134624,400,11313,58426,1237669701583503408,12737415738639536128
360,0.0784123367010037,204.5741,48.27806,16.74431,0.0276994,113,1283,52762,1237658204517171275,1444560688021268480
361,0.0317302200502693,50.55792,0.9204017,16.89125,0.1846759,328,414,51869,1237660241924522032,466212752742967296
361,0.0317302200502693,50.55792,0.9204017,16.89125,0.1847804,341,414,51901,1237660241924522032,466216326692628480
361,0.0317302200502693,50.55792,0.9204017,16.89125,0.1847106,329,1181,53358,1237660241924522032,1329778281150441472
362,0.0108292318349063,134.6196,34.39552,16.16731,0.2568103,96,1211,52964,1237660343395287063,1363491225193179136
362,0.0065210772608623,134.6196,34.39552,16.16731,0.2569794,21,10239,58142,1237660343395287063,11528095055199096832
363,0.0359103556466528,144.9356,39.40079,16.6577,0.4545194,150,1215,52725,1237660343399481397,1368009664217769984
363,0.00823445155769724,144.9356,39.40079,16.6577,0.4551418,636,8833,57779,1237660343399481397,9945248830001008640
364,0.0334301268157864,197.4458,8.330064,15.66752,0.153836,457,1795,54507,1237661972801585176,2021116027600922624
365,0.0492936212197191,200.731,8.161554,16.446,0.04994619,369,1799,53556,1237661972802961489,2025595422017349632
366,0.0245103442044086,198.0196,6.68544,16.27522,0.2418267,106,1795,54507,1237661974942253080,2021019545455585280
367,0.0542551749373121,169.6262,40.43168,15.90712,0.1548114,204,1440,53084,1237662193447665730,1621351992687355904
368,0.0288411664998558,196.5554,39.25744,16.09817,0.4459953,618,2018,53800,1237664294757400614,2272235950308354048
369,0.0127462768946583,172.7895,31.23486,16.02135,0.2898963,174,1974,53430,1237665329310924824,2222574302409025536
370,0.0262894370309777,119.3766,15.41475,16.44567,0.3885836,335,2266,53679,1237667109034131612,2551381334727616512
371,0.0798977351246174,211.0299,21.55602,16.68239,0.2610683,419,2771,54527,1237667910066897008,3119983891654404096
372,0.0754520678095917,210.6435,21.99767,16.56074,0.06649079,75,2784,54529,1237667910603571302,3134526032476923904
372,0.00221425838486462,210.6435,21.99767,16.56074,0.06628997,802,5870,56065,1237667910603571302,6609253007002718208
373,0.129092673313978,358.9343,30.21235,16.61485,0.03060896,347,6498,56565,1237680483025223766,7316193087440834560
374,0.0222161074617958,337.3923,30.95337,16.61726,0.3195133,916,7711,57667,1237680499137052974,8682066098458480640
375,0.0862742319539625,210.1332,4.082689,16.40689,0.4271503,50,856,52339,1237654879661195285,963784103394568192
376,0.0306141534362706,226.4856,3.707308,15.50348,0.03588414,111,589,52055,1237654880205209622,663185591055181824
377,0.0682929035274998,41.7163,-0.9919379,16.93854,0.4675294,213,409,51871,1237657584950902794,460551642283010048
377,0.00284551475896399,41.7163,-0.9919379,16.93854,0.4679449,320,7822,57041,1237657584950902794,8806877150382936064
377,0.00283417393840226,41.7163,-0.9919379,16.93854,0.4680001,711,9311,57743,1237657584950902794,10483449600710823936
378,0.0376216792500703,54.73429,0.003393407,-9999,0.308142,432,714,52201,1237657586030346537,804011317668112384
379,0.186049093574816,43.77364,0.4230634,-9999,0.3526317,473,410,51816,1237657586562367545,461749009522911232
379,0.186049093574816,43.77364,0.4230634,-9999,0.3526043,473,410,51877,1237657586562367545,461749010546321408
379,0.186049093574816,43.77364,0.4230634,-9999,0.3526396,507,708,52175,1237657586562367545,797276533633869824
