int_id,dist_arcsec,ra,dec,g,z,fiberID,plate,mjd,bestobjid,specobjid
380,0.0145775556270294,244.919,25.72309,16.71502,0.2688824,495,1575,53493,1237662307812442253,1773428476443912192
381,0.0717240576802473,238.5726,32.64386,16.74528,0.0482723,235,1404,52825,1237662336254541906,1580828112910837760
382,0.00811956159926703,356.9778,32.89575,16.8383,0.4313879,510,7751,58081,1237666184572829913,8726990501247733760
383,0.0670834354902059,162.3558,24.85661,16.8632,0.0551085,105,2355,53792,1237667322174308370,2651523206413838336
384,0.0511668495748853,164.6255,60.26678,16.44864,0.1485947,283,774,52286,1237653616935108668,871524356696598528
385,0.100442786949836,158.5358,60.03115,16.53182,0.05095258,520,560,52296,1237653618007605277,630646922863994880
386,0.030371988038184,257.8804,33.59538,16.81195,0.4689836,574,976,52413,1237655504035643433,1099036129480435712
386,0.0363877426023145,257.8804,33.59538,16.81195,0.4696695,711,10904,58402,1237655504035643433,12277008163367309312
387,0.0983750380689054,258.7021,33.46063,16.93017,0.1853971,190,2973,54591,1237655504572710951,3347352726869665792
388,0.00961839688774923,141.9545,40.64222,16.35486,0.4219211,172,939,52636,1237657873792565301,1057267335749986304
388,0.00838273215437859,141.9545,40.64222,16.35486,0.4218811,43,8298,57390,1237657873792565301,9342729370715049984
389,0.0212771237245021,121.4998,26.10066,16.64938,0.1355941,493,1205,52670,1237660343925997873,1356844947348678656
390,0.0952990116134528,146.7191,13.33162,15.93645,0.1331618,125,2582,54139,1237671260667576429,2907107988646946816
391,0.142604039005514,141.5136,12.73436,15.97068,0.02878478,195,2578,54093,1237671261202219152,2902623629701310464
392,0.0364238443466508,344.0141,27.53597,16.64655,0.363488,538,7706,57575,1237680331633983502,8676332693531938816
393,0.020973165230378,227.7845,4.854645,16.94143,0.0769651,85,1832,54259,1237655742946345050,2062672065411966976
394,0.0457564962102594,231.0694,4.855289,16.39617,0.03556989,30,1834,54562,1237655743484657734,2064908752024266752
395,0.0159057659023716,175.0141,41.25098,16.92634,0.07126701,246,1445,53062,1237661966353104935,1626993036724561920
396,0.0174380527009511,220.3232,34.84818,16.66644,0.3508468,33,1645,53172,1237662663208665107,1852114470944401408
396,0.0118949921675421,220.3232,34.84818,16.66644,0.3504505,139,10754,58224,1237662663208665107,12107965944191799296
397,0.0237391949737958,120.3027,19.26245,16.73506,0.4083879,338,1923,53319,1237664092894396610,2165198485274519552
398,0.0255162035648452,126.9939,23.55081,16.42662,0.3020917,212,1928,53327,1237664092897738798,2170793350326675456
398,0.0133112239679533,126.9939,23.55081,16.42662,0.3021395,595,9601,58083,1237664092897738798,10809928693562232832
399,0.0468962649029506,182.6565,31.95167,16.60559,0.3889111,188,2004,53737,1237665226230857737,2256355153055606784
400,0.027112790688346,205.2964,30.37815,16.65741,0.0403911,470,2094,53851,1237665226239311902,2357763662153803776
400,0.010211550386732,205.2964,30.37815,16.65741,0.04036834,206,6496,56363,1237665226239311902,7313902526453272576
401,0.0421509240592257,143.8629,26.28602,16.67719,0.1222322,566,2294,53733,1237667113334341639,2582970029821683712
401,0.0421509240592257,143.8629,26.28602,16.67719,0.1221442,577,2294,54524,1237667113334341639,2582973066749437952
401,0.0147684809301608,143.8629,26.28602,16.67719,0.1220975,732,9630,58086,1237667113334341639,10842617449184251904
402,0.132618851481874,154.3261,29.24279,16.8741,0.04895768,612,2348,53757,1237667113338601477,2643781269577558016
402,0.132618851481874,154.3261,29.24279,16.8741,0.04910105,392,2351,53772,1237667113338601477,2647098496410216448
402,0.132618851481874,154.3261,29.24279,16.8741,0.0489959,392,2351,53786,1237667113338601477,2647098496645097472
403,0.0570963308243802,216.5555,19.92352,16.69291,0.2134592,640,2773,54533,1237667783384498283,3122296439586187264
404,0.049059831112386,216.8544,19.83117,15.47212,0.1098744,430,2774,54534,1237667783384629345,3123364615149348864
405,0.0602816796934414,174.7874,59.19855,15.52044,0.06107836,35,952,52409,1237655107838804035,1071866372457261056
405,0.220258153920568,174.7874,59.19855,15.52044,0.06107284,869,7099,56666,1237655107838804035,7993002419415175168
406,0.0215452974543618,142.0393,38.50016,16.49807,0.4979593,160,1214,52731,1237660635453194247,1366886513190660096
406,0.00946534615374328,142.0393,38.50016,16.49807,0.4982886,902,8862,57461,1237660635453194247,9977973039487537152
407,0.0200707453310314,165.3915,45.65387,16.72152,0.02940889,153,1436,53054,1237660635461320734,1616834373783414784
408,0.0635080416145082,151.3681,42.51043,16.94219,0.2576781,618,1217,52672,1237660635993604115,1370390106002712576
408,0.00853807365972649,151.3681,42.51043,16.94219,0.2573599,950,8301,57390,1237660635993604115,9346356384697176064
409,0.139021807143264,208.819,56.2124,16.94114,0.1215033,443,1323,52797,1237661418748117011,1489687394591467520
409,0.00598249996716487,208.819,56.2124,16.94114,0.1214984,809,8203,57428,1237661418748117011,9235979436679254016
410,0.0185158205182502,225.5171,6.754454,16.83115,0.2876647,501,1831,54557,1237662236410314784,2061660519714023424
411,0.0159458237366203,188.3574,9.523168,16.2348,0.4144244,312,1233,52734,1237662236930998326,1388320392912857088
412,0.025196820982765,214.4981,25.13687,15.51268,0.01626604,85,2127,53859,1237665532785786979,2394812531219654656
413,0.0702274541019366,227.2968,21.9191,16.0557,0.4357807,506,2153,54212,1237665532791095418,2424201658318743552
414,0.0440991015078269,232.7062,20.43469,16.18573,0.2161547,140,2162,54207,1237665533330260008,2434234152082499584
415,0.0492236480511254,231.9903,22.55113,16.77382,0.2538877,557,2161,53878,1237665534927503504,2433222870743148544
416,0.0310523829091825,235.0327,14.19364,16.92546,0.1194492,12,2782,54592,1237668312164007978,3132256916412065792
417,0.0360703885988399,121.4405,7.590634,16.97091,0.05326737,138,2570,54081,1237671123754549333,2893600762204547072
418,0.055347576100994,151.1984,14.77934,16.6673,0.08447076,451,2586,54169,1237671124304527469,2911701198975297536
418,0.0199966016941855,151.1984,14.77934,16.6673,0.08422577,573,9577,57786,1237671124304527469,10782901043501223936
419,0.0840135397786507,141.3035,52.2862,16.36182,0.03551709,418,767,52252,1237654653644243029,863680165295712256
420,0.228138862218266,330.2631,-0.8833982,16.8596,0.2127112,91,372,52173,1237657189818433661,418859815691905024
421,0.153263943160729,195.3038,59.03518,15.5865,0.4761917,20,957,52398,1237658311332790349,1077491748638320640
422,0.0505624502112327,242.6989,33.06042,16.26932,0.09733227,552,1419,53144,1237662474767368261,1597803753161910272
423,0.0820652847183479,325.2273,0.427261,16.74335,0.08385639,427,990,52465,1237663479792075091,1114758321996326912
423,0.0195815605233413,325.2273,0.427261,16.74335,0.0837119,356,9229,58015,1237663479792075091,10391028231256166400
424,0.019574852277455,128.8992,24.99449,16.17371,0.3304307,610,1928,53327,1237664668424208545,2170902751733639168
424,0.0341257244177285,128.8992,24.99449,16.17371,0.3297258,292,9606,58103,1237664668424208545,10815474905426186240
425,0.0642076128732269,200.5558,21.7892,16.85332,0.08519408,476,2652,54508,1237667782841073686,2986017470462060544
426,0.0248042830517979,208.9592,20.77071,15.99191,0.1965366,433,2770,54510,1237667782844547077,3118861839753046016
427,0.0652537226797987,114.0964,39.43827,16.38699,0.1179971,246,432,51884,1237651273490628809,486456411329423360
428,0.188396826700772,359.2263,-10.26814,16.70622,0.07390003,279,650,52143,1237652900210933776,731911666337343488
429,0.0967477790809185,144.9323,56.04181,16.9671,0.1158406,472,556,51991,1237655370352623642,626130123980040192
429,0.0165474906729514,144.9323,56.04181,16.9671,0.1160746,118,8192,57348,1237655370352623642,9223404595728109568
430,0.0995027421190448,163.1364,61.42249,16.73642,0.4208928,618,561,52295,1237655370894213179,631799760788940800
430,0.028252705396657,163.1364,61.42249,16.73642,0.4210257,930,7096,56683,1237655370894213179,7989641487532183552
431,0.0520987173069931,212.0342,43.0546,16.91813,0.2585572,48,1467,53115,1237661360227549221,1651708409738717184
431,0.00223280778286172,212.0342,43.0546,16.91813,0.2585913,278,8503,57519,1237661360227549221,9573603450090180608
432,0.0278339364310812,231.1195,30.54376,16.72009,0.2739726,545,1650,53174,1237662663213056110,1857884708000524288
433,0.0463011272210333,197.8203,14.43694,16.4486,0.4975437,301,1773,53112,1237664290470756364,1996303325292685312
434,0.0508175026407386,206.7704,14.6938,16.82877,0.1341881,612,1776,53858,1237664291548233779,1999766524558075904
435,0.0519371777029601,145.52,23.68525,16.37034,0.02129865,168,2296,53735,1237667211050680439,2585112428261959680
436,0.0333058956781423,210.9018,17.69337,16.83054,0.2253893,152,2757,54509,1237668271365161017,3104147900255463424
437,0.138254560038894,229.8403,59.13996,15.65995,0.07809116,99,613,52345,1237671769073254405,690203895149914112
438,0.0383379530271705,161.2715,8.727518,16.86891,0.1247753,162,2147,53491,1237671930671005742,2417351688781326336
439,0.0905434464910048,123.8203,46.07524,16.66607,0.04102301,278,441,51868,1237651191354687536,496598306315593728
439,0.0262416646980996,123.8203,46.07524,16.66607,0.04095912,988,6391,56329,1237651191354687536,7195897990187601920
440,0.0457229016985825,208.9281,64.67916,16.65175,0.07504274,311,498,51973,1237651537642913822,560783673738160128
440,0.0457229016985825,208.9281,64.67916,16.65175,0.07506416,318,498,51984,1237651537642913822,560785598068058112
441,0.0911169105838325,11.8308,14.70348,16.86586,0.0390731,314,420,51871,1237653651839975466,472964303926880256
442,0.1143199561919,14.29139,14.76949,15.77493,0.1717544,307,421,51821,1237653651841024041,474088278849513472
443,0.011261371860184,259.0081,31.20386,16.00142,0.110327,524,978,52431,1237655503499886636,1101274185700763648
443,0.011261371860184,259.0081,31.20386,16.00142,0.1103326,524,978,52441,1237655503499886636,1101274185868535808
444,0.0524255380279315,245.0531,40.15172,16.98472,0.02850778,138,1171,52753,1237659324954968074,1318466770251573248
445,0.0329336113495767,165.8039,41.6986,16.56802,0.4016196,418,1437,53046,1237662195594035235,1618033116201379840
445,0.0252376604472893,165.8039,41.6986,16.56802,0.4024283,818,8366,57432,1237662195594035235,9419503595462873088
446,0.0165503015152768,254.8742,42.76823,16.8924,0.1738158,988,8533,58017,1237662701332136105,9607575618964443136
447,0.0388206949152866,129.5456,24.89528,16.64696,0.02865592,218,1930,53347,1237664667887534206,2173046799743346688
448,9.06134168540556E-05,24.98236,6.322933,16.80768,0.3953749,767,8755,58138,1237667227682472026,9857464652296114176
448,9.06134168540556E-05,24.98236,6.322933,16.80768,0.3953837,123,11071,58429,1237667227682472026,12464871820053729280
449,0.0125197861189437,339.9768,27.40929,16.92382,0.06540058,414,7652,57579,1237680529738825995,8615500013769084928
